threshold,rule,false_positives,false_negatives,mismatches,mismatch_pct,accuracy_pct
35.9,predict 1 if fraud_score >= threshold,213990,0,213990,21.399,78.601
36.0,predict 1 if fraud_score >= threshold,212213,0,212213,21.2213,78.7787
36.1,predict 1 if fraud_score >= threshold,210451,0,210451,21.0451,78.9549
36.2,predict 1 if fraud_score >= threshold,208668,0,208668,20.8668,79.1332
36.3,predict 1 if fraud_score >= threshold,206941,0,206941,20.6941,79.3059
36.4,predict 1 if fraud_score >= threshold,205199,0,205199,20.5199,79.4801
36.5,predict 1 if fraud_score >= threshold,203451,0,203451,20.3451,79.6549
36.6,predict 1 if fraud_score >= threshold,201719,0,201719,20.1719,79.8281
36.7,predict 1 if fraud_score >= threshold,200000,0,200000,20.0,80.0
36.8,predict 1 if fraud_score >= threshold,198285,0,198285,19.8285,80.1715
36.9,predict 1 if fraud_score >= threshold,196532,0,196532,19.6532,80.3468
37.0,predict 1 if fraud_score >= threshold,194772,0,194772,19.4772,80.5228
37.1,predict 1 if fraud_score >= threshold,193027,0,193027,19.3027,80.6973
37.2,predict 1 if fraud_score >= threshold,191329,0,191329,19.1329,80.8671
37.3,predict 1 if fraud_score >= threshold,189668,0,189668,18.9668,81.0332
37.4,predict 1 if fraud_score >= threshold,187942,0,187942,18.7942,81.2058
37.5,predict 1 if fraud_score >= threshold,186191,0,186191,18.6191,81.3809
37.6,predict 1 if fraud_score >= threshold,184551,0,184551,18.4551,81.5449
37.7,predict 1 if fraud_score >= threshold,182878,0,182878,18.2878,81.7122
37.8,predict 1 if fraud_score >= threshold,181073,0,181073,18.1073,81.8927
37.9,predict 1 if fraud_score >= threshold,179449,0,179449,17.9449,82.0551
38.0,predict 1 if fraud_score >= threshold,177699,0,177699,17.7699,82.2301
38.1,predict 1 if fraud_score >= threshold,175936,0,175936,17.5936,82.4064
38.2,predict 1 if fraud_score >= threshold,174264,0,174264,17.4264,82.5736
38.3,predict 1 if fraud_score >= threshold,172531,0,172531,17.2531,82.7469
38.4,predict 1 if fraud_score >= threshold,170941,0,170941,17.0941,82.9059
38.5,predict 1 if fraud_score >= threshold,169216,0,169216,16.9216,83.0784
38.6,predict 1 if fraud_score >= threshold,167641,0,167641,16.7641,83.2359
38.7,predict 1 if fraud_score >= threshold,165986,0,165986,16.5986,83.4014
38.8,predict 1 if fraud_score >= threshold,164332,0,164332,16.4332,83.5668
38.9,predict 1 if fraud_score >= threshold,162657,0,162657,16.2657,83.7343
39.0,predict 1 if fraud_score >= threshold,161055,0,161055,16.1055,83.8945
39.1,predict 1 if fraud_score >= threshold,159419,0,159419,15.9419,84.0581
39.2,predict 1 if fraud_score >= threshold,157738,0,157738,15.7738,84.2262
39.3,predict 1 if fraud_score >= threshold,156123,0,156123,15.6123,84.3877
39.4,predict 1 if fraud_score >= threshold,154452,0,154452,15.4452,84.5548
39.5,predict 1 if fraud_score >= threshold,152730,0,152730,15.273,84.727
39.6,predict 1 if fraud_score >= threshold,151090,0,151090,15.109,84.891
39.7,predict 1 if fraud_score >= threshold,149517,0,149517,14.9517,85.0483
39.8,predict 1 if fraud_score >= threshold,147837,0,147837,14.7837,85.2163
39.9,predict 1 if fraud_score >= threshold,146166,0,146166,14.6166,85.3834
40.0,predict 1 if fraud_score >= threshold,144499,0,144499,14.4499,85.5501
40.1,predict 1 if fraud_score >= threshold,142885,0,142885,14.2885,85.7115
40.2,predict 1 if fraud_score >= threshold,141270,0,141270,14.127,85.873
40.3,predict 1 if fraud_score >= threshold,139663,0,139663,13.9663,86.0337
40.4,predict 1 if fraud_score >= threshold,138058,0,138058,13.8058,86.1942
40.5,predict 1 if fraud_score >= threshold,136454,0,136454,13.6454,86.3546
40.6,predict 1 if fraud_score >= threshold,134843,0,134843,13.4843,86.5157
40.7,predict 1 if fraud_score >= threshold,133272,0,133272,13.3272,86.6728
40.8,predict 1 if fraud_score >= threshold,131681,0,131681,13.1681,86.8319
40.9,predict 1 if fraud_score >= threshold,130033,0,130033,13.0033,86.9967
41.0,predict 1 if fraud_score >= threshold,128432,0,128432,12.8432,87.1568
41.1,predict 1 if fraud_score >= threshold,126879,0,126879,12.6879,87.3121
41.2,predict 1 if fraud_score >= threshold,125298,0,125298,12.5298,87.4702
41.3,predict 1 if fraud_score >= threshold,123777,0,123777,12.3777,87.6223
41.4,predict 1 if fraud_score >= threshold,122169,0,122169,12.2169,87.7831
41.5,predict 1 if fraud_score >= threshold,120597,0,120597,12.0597,87.9403
41.6,predict 1 if fraud_score >= threshold,119068,0,119068,11.9068,88.0932
41.7,predict 1 if fraud_score >= threshold,117513,0,117513,11.7513,88.2487
41.8,predict 1 if fraud_score >= threshold,115897,0,115897,11.5897,88.4103
41.9,predict 1 if fraud_score >= threshold,114299,0,114299,11.4299,88.5701
42.0,predict 1 if fraud_score >= threshold,112730,0,112730,11.273,88.727
42.1,predict 1 if fraud_score >= threshold,111178,0,111178,11.1178,88.8822
42.2,predict 1 if fraud_score >= threshold,109570,0,109570,10.957,89.043
42.3,predict 1 if fraud_score >= threshold,108019,0,108019,10.8019,89.1981
42.4,predict 1 if fraud_score >= threshold,106452,0,106452,10.6452,89.3548
42.5,predict 1 if fraud_score >= threshold,104868,0,104868,10.4868,89.5132
42.6,predict 1 if fraud_score >= threshold,103310,0,103310,10.331,89.669
42.7,predict 1 if fraud_score >= threshold,101803,0,101803,10.1803,89.8197
42.8,predict 1 if fraud_score >= threshold,100207,0,100207,10.0207,89.9793
42.9,predict 1 if fraud_score >= threshold,98641,0,98641,9.8641,90.1359
43.0,predict 1 if fraud_score >= threshold,97187,0,97187,9.7187,90.2813
43.1,predict 1 if fraud_score >= threshold,95639,0,95639,9.5639,90.4361
43.2,predict 1 if fraud_score >= threshold,94184,0,94184,9.4184,90.5816
43.3,predict 1 if fraud_score >= threshold,92641,0,92641,9.2641,90.7359
43.4,predict 1 if fraud_score >= threshold,91149,0,91149,9.1149,90.8851
43.5,predict 1 if fraud_score >= threshold,89665,0,89665,8.9665,91.0335
43.6,predict 1 if fraud_score >= threshold,88153,0,88153,8.8153,91.1847
43.7,predict 1 if fraud_score >= threshold,86629,0,86629,8.6629,91.3371
43.8,predict 1 if fraud_score >= threshold,85107,0,85107,8.5107,91.4893
43.9,predict 1 if fraud_score >= threshold,83594,0,83594,8.3594,91.6406
44.0,predict 1 if fraud_score >= threshold,82120,0,82120,8.212,91.788
44.1,predict 1 if fraud_score >= threshold,80606,0,80606,8.0606,91.9394
44.2,predict 1 if fraud_score >= threshold,79125,0,79125,7.9125,92.0875
44.3,predict 1 if fraud_score >= threshold,77651,0,77651,7.7651,92.2349
44.4,predict 1 if fraud_score >= threshold,76196,0,76196,7.6196,92.3804
44.5,predict 1 if fraud_score >= threshold,74777,0,74777,7.4777,92.5223
44.6,predict 1 if fraud_score >= threshold,73292,0,73292,7.3292,92.6708
44.7,predict 1 if fraud_score >= threshold,71862,0,71862,7.1862,92.8138
44.8,predict 1 if fraud_score >= threshold,70380,0,70380,7.038,92.962
44.9,predict 1 if fraud_score >= threshold,68900,0,68900,6.89,93.11
45.0,predict 1 if fraud_score >= threshold,67457,0,67457,6.7457,93.2543
45.1,predict 1 if fraud_score >= threshold,66037,0,66037,6.6037,93.3963
45.2,predict 1 if fraud_score >= threshold,64612,0,64612,6.4612,93.5388
45.3,predict 1 if fraud_score >= threshold,63170,0,63170,6.317,93.683
45.4,predict 1 if fraud_score >= threshold,61648,0,61648,6.1648,93.8352
45.5,predict 1 if fraud_score >= threshold,60242,0,60242,6.0242,93.9758
45.6,predict 1 if fraud_score >= threshold,58802,0,58802,5.8802,94.1198
45.7,predict 1 if fraud_score >= threshold,57347,0,57347,5.7347,94.2653
45.8,predict 1 if fraud_score >= threshold,55908,0,55908,5.5908,94.4092
45.9,predict 1 if fraud_score >= threshold,54464,0,54464,5.4464,94.5536
46.0,predict 1 if fraud_score >= threshold,53007,0,53007,5.3007,94.6993
46.1,predict 1 if fraud_score >= threshold,51663,0,51663,5.1663,94.8337
46.2,predict 1 if fraud_score >= threshold,50207,0,50207,5.0207,94.9793
46.3,predict 1 if fraud_score >= threshold,48830,0,48830,4.883,95.117
46.4,predict 1 if fraud_score >= threshold,47393,0,47393,4.7393,95.2607
46.5,predict 1 if fraud_score >= threshold,46054,0,46054,4.6054,95.3946
46.6,predict 1 if fraud_score >= threshold,44630,0,44630,4.463,95.537
46.7,predict 1 if fraud_score >= threshold,43254,0,43254,4.3254,95.6746
46.8,predict 1 if fraud_score >= threshold,41911,0,41911,4.1911,95.8089
46.9,predict 1 if fraud_score >= threshold,40603,0,40603,4.0603,95.9397
47.0,predict 1 if fraud_score >= threshold,39252,0,39252,3.9252,96.0748
47.1,predict 1 if fraud_score >= threshold,37878,0,37878,3.7878,96.2122
47.2,predict 1 if fraud_score >= threshold,36568,0,36568,3.6568,96.3432
47.3,predict 1 if fraud_score >= threshold,35238,0,35238,3.5238,96.4762
47.4,predict 1 if fraud_score >= threshold,33926,0,33926,3.3926,96.6074
47.5,predict 1 if fraud_score >= threshold,32595,0,32595,3.2595,96.7405
47.6,predict 1 if fraud_score >= threshold,31262,0,31262,3.1262,96.8738
47.7,predict 1 if fraud_score >= threshold,29872,0,29872,2.9872,97.0128
47.8,predict 1 if fraud_score >= threshold,28485,0,28485,2.8485,97.1515
47.9,predict 1 if fraud_score >= threshold,27208,0,27208,2.7208,97.2792
48.0,predict 1 if fraud_score >= threshold,25854,0,25854,2.5854,97.4146
48.1,predict 1 if fraud_score >= threshold,24574,0,24574,2.4574,97.5426
48.2,predict 1 if fraud_score >= threshold,23323,0,23323,2.3323,97.6677
48.3,predict 1 if fraud_score >= threshold,22005,0,22005,2.2005,97.7995
48.4,predict 1 if fraud_score >= threshold,20644,0,20644,2.0644,97.9356
48.5,predict 1 if fraud_score >= threshold,19348,0,19348,1.9348,98.0652
48.6,predict 1 if fraud_score >= threshold,18111,0,18111,1.8111,98.1889
48.7,predict 1 if fraud_score >= threshold,16846,0,16846,1.6846,98.3154
48.8,predict 1 if fraud_score >= threshold,15599,0,15599,1.5599,98.4401
48.9,predict 1 if fraud_score >= threshold,14280,0,14280,1.428,98.572
49.0,predict 1 if fraud_score >= threshold,12978,0,12978,1.2978,98.7022
49.1,predict 1 if fraud_score >= threshold,11679,0,11679,1.1679,98.8321
49.2,predict 1 if fraud_score >= threshold,10396,0,10396,1.0396,98.9604
49.3,predict 1 if fraud_score >= threshold,9149,0,9149,0.9149,99.0851
49.4,predict 1 if fraud_score >= threshold,7906,0,7906,0.7906,99.2094
49.5,predict 1 if fraud_score >= threshold,6664,0,6664,0.6664,99.3336
49.6,predict 1 if fraud_score >= threshold,5428,0,5428,0.5428,99.4572
49.7,predict 1 if fraud_score >= threshold,4219,0,4219,0.4219,99.5781
49.8,predict 1 if fraud_score >= threshold,3018,0,3018,0.3018,99.6982
49.9,predict 1 if fraud_score >= threshold,1811,0,1811,0.1811,99.8189
50.0,predict 1 if fraud_score >= threshold,607,0,607,0.0607,99.9393
50.1,predict 1 if fraud_score >= threshold,0,620,620,0.062,99.938
50.2,predict 1 if fraud_score >= threshold,0,1848,1848,0.1848,99.8152
50.3,predict 1 if fraud_score >= threshold,0,3128,3128,0.3128,99.6872
50.4,predict 1 if fraud_score >= threshold,0,4357,4357,0.4357,99.5643
50.5,predict 1 if fraud_score >= threshold,0,5634,5634,0.5634,99.4366
50.6,predict 1 if fraud_score >= threshold,0,6789,6789,0.6789,99.3211
50.7,predict 1 if fraud_score >= threshold,0,8023,8023,0.8023,99.1977
50.8,predict 1 if fraud_score >= threshold,0,9197,9197,0.9197,99.0803
50.9,predict 1 if fraud_score >= threshold,0,10362,10362,1.0362,98.9638
51.0,predict 1 if fraud_score >= threshold,0,11551,11551,1.1551,98.8449
51.1,predict 1 if fraud_score >= threshold,0,12734,12734,1.2734,98.7266
51.2,predict 1 if fraud_score >= threshold,0,13937,13937,1.3937,98.6063
51.3,predict 1 if fraud_score >= threshold,0,15123,15123,1.5123,98.4877
51.4,predict 1 if fraud_score >= threshold,0,16270,16270,1.627,98.373
51.5,predict 1 if fraud_score >= threshold,0,17423,17423,1.7423,98.2577
51.6,predict 1 if fraud_score >= threshold,0,18557,18557,1.8557,98.1443
51.7,predict 1 if fraud_score >= threshold,0,19706,19706,1.9706,98.0294
51.8,predict 1 if fraud_score >= threshold,0,20851,20851,2.0851,97.9149
51.9,predict 1 if fraud_score >= threshold,0,21955,21955,2.1955,97.8045
52.0,predict 1 if fraud_score >= threshold,0,23095,23095,2.3095,97.6905
52.1,predict 1 if fraud_score >= threshold,0,24257,24257,2.4257,97.5743
52.2,predict 1 if fraud_score >= threshold,0,25340,25340,2.534,97.466
52.3,predict 1 if fraud_score >= threshold,0,26498,26498,2.6498,97.3502
52.4,predict 1 if fraud_score >= threshold,0,27594,27594,2.7594,97.2406
52.5,predict 1 if fraud_score >= threshold,0,28735,28735,2.8735,97.1265
52.6,predict 1 if fraud_score >= threshold,0,29823,29823,2.9823,97.0177
52.7,predict 1 if fraud_score >= threshold,0,30901,30901,3.0901,96.9099
52.8,predict 1 if fraud_score >= threshold,0,32020,32020,3.202,96.798
52.9,predict 1 if fraud_score >= threshold,0,33079,33079,3.3079,96.6921
53.0,predict 1 if fraud_score >= threshold,0,34150,34150,3.415,96.585
53.1,predict 1 if fraud_score >= threshold,0,35285,35285,3.5285,96.4715
53.2,predict 1 if fraud_score >= threshold,0,36389,36389,3.6389,96.3611
53.3,predict 1 if fraud_score >= threshold,0,37455,37455,3.7455,96.2545
53.4,predict 1 if fraud_score >= threshold,0,38531,38531,3.8531,96.1469
53.5,predict 1 if fraud_score >= threshold,0,39605,39605,3.9605,96.0395
53.6,predict 1 if fraud_score >= threshold,0,40648,40648,4.0648,95.9352
53.7,predict 1 if fraud_score >= threshold,0,41732,41732,4.1732,95.8268
53.8,predict 1 if fraud_score >= threshold,0,42804,42804,4.2804,95.7196
53.9,predict 1 if fraud_score >= threshold,0,43913,43913,4.3913,95.6087
54.0,predict 1 if fraud_score >= threshold,0,44920,44920,4.492,95.508
54.1,predict 1 if fraud_score >= threshold,0,45957,45957,4.5957,95.4043
54.2,predict 1 if fraud_score >= threshold,0,46999,46999,4.6999,95.3001
54.3,predict 1 if fraud_score >= threshold,0,48022,48022,4.8022,95.1978
54.4,predict 1 if fraud_score >= threshold,0,48978,48978,4.8978,95.1022
54.5,predict 1 if fraud_score >= threshold,0,50021,50021,5.0021,94.9979
54.6,predict 1 if fraud_score >= threshold,0,50964,50964,5.0964,94.9036
54.7,predict 1 if fraud_score >= threshold,0,51994,51994,5.1994,94.8006
54.8,predict 1 if fraud_score >= threshold,0,53015,53015,5.3015,94.6985
54.9,predict 1 if fraud_score >= threshold,0,54020,54020,5.402,94.598
55.0,predict 1 if fraud_score >= threshold,0,55057,55057,5.5057,94.4943
55.1,predict 1 if fraud_score >= threshold,0,56061,56061,5.6061,94.3939
55.2,predict 1 if fraud_score >= threshold,0,57083,57083,5.7083,94.2917
55.3,predict 1 if fraud_score >= threshold,0,58116,58116,5.8116,94.1884
55.4,predict 1 if fraud_score >= threshold,0,59079,59079,5.9079,94.0921
55.5,predict 1 if fraud_score >= threshold,0,60089,60089,6.0089,93.9911
55.6,predict 1 if fraud_score >= threshold,0,61031,61031,6.1031,93.8969
55.7,predict 1 if fraud_score >= threshold,0,62016,62016,6.2016,93.7984
55.8,predict 1 if fraud_score >= threshold,0,63004,63004,6.3004,93.6996
55.9,predict 1 if fraud_score >= threshold,0,64044,64044,6.4044,93.5956
56.0,predict 1 if fraud_score >= threshold,0,64996,64996,6.4996,93.5004
56.1,predict 1 if fraud_score >= threshold,0,66002,66002,6.6002,93.3998
56.2,predict 1 if fraud_score >= threshold,0,66979,66979,6.6979,93.3021
56.3,predict 1 if fraud_score >= threshold,0,67984,67984,6.7984,93.2016
56.4,predict 1 if fraud_score >= threshold,0,68904,68904,6.8904,93.1096
56.5,predict 1 if fraud_score >= threshold,0,69903,69903,6.9903,93.0097
56.6,predict 1 if fraud_score >= threshold,0,70825,70825,7.0825,92.9175
56.7,predict 1 if fraud_score >= threshold,0,71687,71687,7.1687,92.8313
56.8,predict 1 if fraud_score >= threshold,0,72595,72595,7.2595,92.7405
56.9,predict 1 if fraud_score >= threshold,0,73497,73497,7.3497,92.6503
57.0,predict 1 if fraud_score >= threshold,0,74455,74455,7.4455,92.5545
57.1,predict 1 if fraud_score >= threshold,0,75343,75343,7.5343,92.4657
57.2,predict 1 if fraud_score >= threshold,0,76215,76215,7.6215,92.3785
57.3,predict 1 if fraud_score >= threshold,0,77118,77118,7.7118,92.2882
57.4,predict 1 if fraud_score >= threshold,0,78043,78043,7.8043,92.1957
57.5,predict 1 if fraud_score >= threshold,0,78952,78952,7.8952,92.1048
57.6,predict 1 if fraud_score >= threshold,0,79856,79856,7.9856,92.0144
57.7,predict 1 if fraud_score >= threshold,0,80725,80725,8.0725,91.9275
57.8,predict 1 if fraud_score >= threshold,0,81623,81623,8.1623,91.8377
57.9,predict 1 if fraud_score >= threshold,0,82524,82524,8.2524,91.7476
58.0,predict 1 if fraud_score >= threshold,0,83425,83425,8.3425,91.6575
58.1,predict 1 if fraud_score >= threshold,0,84319,84319,8.4319,91.5681
58.2,predict 1 if fraud_score >= threshold,0,85242,85242,8.5242,91.4758
58.3,predict 1 if fraud_score >= threshold,0,86128,86128,8.6128,91.3872
58.4,predict 1 if fraud_score >= threshold,0,87014,87014,8.7014,91.2986
58.5,predict 1 if fraud_score >= threshold,0,87842,87842,8.7842,91.2158
58.6,predict 1 if fraud_score >= threshold,0,88717,88717,8.8717,91.1283
58.7,predict 1 if fraud_score >= threshold,0,89552,89552,8.9552,91.0448
58.8,predict 1 if fraud_score >= threshold,0,90391,90391,9.0391,90.9609
58.9,predict 1 if fraud_score >= threshold,0,91204,91204,9.1204,90.8796
59.0,predict 1 if fraud_score >= threshold,0,92088,92088,9.2088,90.7912
59.1,predict 1 if fraud_score >= threshold,0,92881,92881,9.2881,90.7119
59.2,predict 1 if fraud_score >= threshold,0,93689,93689,9.3689,90.6311
59.3,predict 1 if fraud_score >= threshold,0,94572,94572,9.4572,90.5428
59.4,predict 1 if fraud_score >= threshold,0,95375,95375,9.5375,90.4625
59.5,predict 1 if fraud_score >= threshold,0,96236,96236,9.6236,90.3764
59.6,predict 1 if fraud_score >= threshold,0,97033,97033,9.7033,90.2967
59.7,predict 1 if fraud_score >= threshold,0,97816,97816,9.7816,90.2184
59.8,predict 1 if fraud_score >= threshold,0,98638,98638,9.8638,90.1362
59.9,predict 1 if fraud_score >= threshold,0,99420,99420,9.942,90.058
60.0,predict 1 if fraud_score >= threshold,0,100220,100220,10.022,89.978
60.1,predict 1 if fraud_score >= threshold,0,101027,101027,10.1027,89.8973
60.2,predict 1 if fraud_score >= threshold,0,101785,101785,10.1785,89.8215
60.3,predict 1 if fraud_score >= threshold,0,102562,102562,10.2562,89.7438
60.4,predict 1 if fraud_score >= threshold,0,103306,103306,10.3306,89.6694
60.5,predict 1 if fraud_score >= threshold,0,104063,104063,10.4063,89.5937
60.6,predict 1 if fraud_score >= threshold,0,104849,104849,10.4849,89.5151
60.7,predict 1 if fraud_score >= threshold,0,105622,105622,10.5622,89.4378
60.8,predict 1 if fraud_score >= threshold,0,106361,106361,10.6361,89.3639
60.9,predict 1 if fraud_score >= threshold,0,107117,107117,10.7117,89.2883
61.0,predict 1 if fraud_score >= threshold,0,107853,107853,10.7853,89.2147
61.1,predict 1 if fraud_score >= threshold,0,108573,108573,10.8573,89.1427
61.2,predict 1 if fraud_score >= threshold,0,109345,109345,10.9345,89.0655
61.3,predict 1 if fraud_score >= threshold,0,110119,110119,11.0119,88.9881
61.4,predict 1 if fraud_score >= threshold,0,110855,110855,11.0855,88.9145
61.5,predict 1 if fraud_score >= threshold,0,111604,111604,11.1604,88.8396
61.6,predict 1 if fraud_score >= threshold,0,112293,112293,11.2293,88.7707
61.7,predict 1 if fraud_score >= threshold,0,112991,112991,11.2991,88.7009
61.8,predict 1 if fraud_score >= threshold,0,113705,113705,11.3705,88.6295
61.9,predict 1 if fraud_score >= threshold,0,114404,114404,11.4404,88.5596
62.0,predict 1 if fraud_score >= threshold,0,115129,115129,11.5129,88.4871
62.1,predict 1 if fraud_score >= threshold,0,115819,115819,11.5819,88.4181
62.2,predict 1 if fraud_score >= threshold,0,116537,116537,11.6537,88.3463
62.3,predict 1 if fraud_score >= threshold,0,117260,117260,11.726,88.274
62.4,predict 1 if fraud_score >= threshold,0,117930,117930,11.793,88.207
62.5,predict 1 if fraud_score >= threshold,0,118636,118636,11.8636,88.1364
62.6,predict 1 if fraud_score >= threshold,0,119349,119349,11.9349,88.0651
62.7,predict 1 if fraud_score >= threshold,0,120062,120062,12.0062,87.9938
62.8,predict 1 if fraud_score >= threshold,0,120789,120789,12.0789,87.9211
62.9,predict 1 if fraud_score >= threshold,0,121455,121455,12.1455,87.8545
63.0,predict 1 if fraud_score >= threshold,0,122116,122116,12.2116,87.7884
63.1,predict 1 if fraud_score >= threshold,0,122771,122771,12.2771,87.7229
63.2,predict 1 if fraud_score >= threshold,0,123446,123446,12.3446,87.6554
63.3,predict 1 if fraud_score >= threshold,0,124132,124132,12.4132,87.5868
63.4,predict 1 if fraud_score >= threshold,0,124836,124836,12.4836,87.5164
63.5,predict 1 if fraud_score >= threshold,0,125517,125517,12.5517,87.4483
63.6,predict 1 if fraud_score >= threshold,0,126172,126172,12.6172,87.3828
63.7,predict 1 if fraud_score >= threshold,0,126821,126821,12.6821,87.3179
63.8,predict 1 if fraud_score >= threshold,0,127455,127455,12.7455,87.2545
63.9,predict 1 if fraud_score >= threshold,0,128090,128090,12.809,87.191
64.0,predict 1 if fraud_score >= threshold,0,128760,128760,12.876,87.124
64.1,predict 1 if fraud_score >= threshold,0,129379,129379,12.9379,87.0621
64.2,predict 1 if fraud_score >= threshold,0,130035,130035,13.0035,86.9965
64.3,predict 1 if fraud_score >= threshold,0,130616,130616,13.0616,86.9384
64.4,predict 1 if fraud_score >= threshold,0,131203,131203,13.1203,86.8797
64.5,predict 1 if fraud_score >= threshold,0,131866,131866,13.1866,86.8134
64.6,predict 1 if fraud_score >= threshold,0,132448,132448,13.2448,86.7552
64.7,predict 1 if fraud_score >= threshold,0,133057,133057,13.3057,86.6943
64.8,predict 1 if fraud_score >= threshold,0,133689,133689,13.3689,86.6311
64.9,predict 1 if fraud_score >= threshold,0,134318,134318,13.4318,86.5682
65.0,predict 1 if fraud_score >= threshold,0,134943,134943,13.4943,86.5057
65.1,predict 1 if fraud_score >= threshold,0,135569,135569,13.5569,86.4431
65.2,predict 1 if fraud_score >= threshold,0,136174,136174,13.6174,86.3826
65.3,predict 1 if fraud_score >= threshold,0,136765,136765,13.6765,86.3235
65.4,predict 1 if fraud_score >= threshold,0,137338,137338,13.7338,86.2662
65.5,predict 1 if fraud_score >= threshold,0,137950,137950,13.795,86.205
65.6,predict 1 if fraud_score >= threshold,0,138547,138547,13.8547,86.1453
65.7,predict 1 if fraud_score >= threshold,0,139109,139109,13.9109,86.0891
65.8,predict 1 if fraud_score >= threshold,0,139707,139707,13.9707,86.0293
65.9,predict 1 if fraud_score >= threshold,0,140286,140286,14.0286,85.9714
66.0,predict 1 if fraud_score >= threshold,0,140862,140862,14.0862,85.9138
66.1,predict 1 if fraud_score >= threshold,0,141449,141449,14.1449,85.8551
66.2,predict 1 if fraud_score >= threshold,0,141993,141993,14.1993,85.8007
66.3,predict 1 if fraud_score >= threshold,0,142519,142519,14.2519,85.7481
66.4,predict 1 if fraud_score >= threshold,0,143061,143061,14.3061,85.6939
66.5,predict 1 if fraud_score >= threshold,0,143577,143577,14.3577,85.6423
66.6,predict 1 if fraud_score >= threshold,0,144132,144132,14.4132,85.5868
66.7,predict 1 if fraud_score >= threshold,0,144719,144719,14.4719,85.5281
66.8,predict 1 if fraud_score >= threshold,0,145298,145298,14.5298,85.4702
66.9,predict 1 if fraud_score >= threshold,0,145848,145848,14.5848,85.4152
67.0,predict 1 if fraud_score >= threshold,0,146348,146348,14.6348,85.3652
67.1,predict 1 if fraud_score >= threshold,0,146908,146908,14.6908,85.3092
67.2,predict 1 if fraud_score >= threshold,0,147482,147482,14.7482,85.2518
67.3,predict 1 if fraud_score >= threshold,0,148014,148014,14.8014,85.1986
67.4,predict 1 if fraud_score >= threshold,0,148550,148550,14.855,85.145
67.5,predict 1 if fraud_score >= threshold,0,149069,149069,14.9069,85.0931
67.6,predict 1 if fraud_score >= threshold,0,149652,149652,14.9652,85.0348
67.7,predict 1 if fraud_score >= threshold,0,150177,150177,15.0177,84.9823
67.8,predict 1 if fraud_score >= threshold,0,150669,150669,15.0669,84.9331
67.9,predict 1 if fraud_score >= threshold,0,151184,151184,15.1184,84.8816
68.0,predict 1 if fraud_score >= threshold,0,151667,151667,15.1667,84.8333
68.1,predict 1 if fraud_score >= threshold,0,152192,152192,15.2192,84.7808
68.2,predict 1 if fraud_score >= threshold,0,152700,152700,15.27,84.73
68.3,predict 1 if fraud_score >= threshold,0,153238,153238,15.3238,84.6762
68.4,predict 1 if fraud_score >= threshold,0,153736,153736,15.3736,84.6264
68.5,predict 1 if fraud_score >= threshold,0,154210,154210,15.421,84.579
68.6,predict 1 if fraud_score >= threshold,0,154724,154724,15.4724,84.5276
68.7,predict 1 if fraud_score >= threshold,0,155222,155222,15.5222,84.4778
68.8,predict 1 if fraud_score >= threshold,0,155714,155714,15.5714,84.4286
68.9,predict 1 if fraud_score >= threshold,0,156180,156180,15.618,84.382
69.0,predict 1 if fraud_score >= threshold,0,156647,156647,15.6647,84.3353
69.1,predict 1 if fraud_score >= threshold,0,157160,157160,15.716,84.284
69.2,predict 1 if fraud_score >= threshold,0,157641,157641,15.7641,84.2359
69.3,predict 1 if fraud_score >= threshold,0,158105,158105,15.8105,84.1895
69.4,predict 1 if fraud_score >= threshold,0,158585,158585,15.8585,84.1415
69.5,predict 1 if fraud_score >= threshold,0,159045,159045,15.9045,84.0955
69.6,predict 1 if fraud_score >= threshold,0,159519,159519,15.9519,84.0481
69.7,predict 1 if fraud_score >= threshold,0,159959,159959,15.9959,84.0041
69.8,predict 1 if fraud_score >= threshold,0,160395,160395,16.0395,83.9605
69.9,predict 1 if fraud_score >= threshold,0,160864,160864,16.0864,83.9136
70.0,predict 1 if fraud_score >= threshold,0,161323,161323,16.1323,83.8677
70.1,predict 1 if fraud_score >= threshold,0,161788,161788,16.1788,83.8212
70.2,predict 1 if fraud_score >= threshold,0,162210,162210,16.221,83.779
70.3,predict 1 if fraud_score >= threshold,0,162671,162671,16.2671,83.7329
70.4,predict 1 if fraud_score >= threshold,0,163084,163084,16.3084,83.6916
70.5,predict 1 if fraud_score >= threshold,0,163547,163547,16.3547,83.6453
70.6,predict 1 if fraud_score >= threshold,0,163983,163983,16.3983,83.6017
70.7,predict 1 if fraud_score >= threshold,0,164410,164410,16.441,83.559
70.8,predict 1 if fraud_score >= threshold,0,164849,164849,16.4849,83.5151
70.9,predict 1 if fraud_score >= threshold,0,165252,165252,16.5252,83.4748
71.0,predict 1 if fraud_score >= threshold,0,165672,165672,16.5672,83.4328
71.1,predict 1 if fraud_score >= threshold,0,166079,166079,16.6079,83.3921
71.2,predict 1 if fraud_score >= threshold,0,166499,166499,16.6499,83.3501
71.3,predict 1 if fraud_score >= threshold,0,166915,166915,16.6915,83.3085
71.4,predict 1 if fraud_score >= threshold,0,167348,167348,16.7348,83.2652
71.5,predict 1 if fraud_score >= threshold,0,167770,167770,16.777,83.223
71.6,predict 1 if fraud_score >= threshold,0,168159,168159,16.8159,83.1841
71.7,predict 1 if fraud_score >= threshold,0,168554,168554,16.8554,83.1446
